itemid,label,linksto
45206,D5W & 3 AMP BICARD,inputevents_cv
45208,NS thru portal cath,inputevents_cv
45211,mannitol 50 grams,inputevents_cv
45213,cath lab contrast,inputevents_cv
45214,OR cellsaver,inputevents_cv
45216,Mannitol 25GM,inputevents_cv
45220,ns w/40 KCL,inputevents_cv
45224,NA PHOSPHATE 15MMOL,inputevents_cv
45226,NA Phosphate 30mmol,inputevents_cv
45230,medical floor ivf,inputevents_cv
45232,bladder pres. saline,inputevents_cv
45236,Sim30 w Polycose NG,inputevents_cv
45237,Sim30 w Polycose PO,inputevents_cv
45239,iv upon arrival,inputevents_cv
45241,3/4 str UltraCal,inputevents_cv
45265,CONTRAST via NG,inputevents_cv
45268,CALCIUM FOR CVVHD,inputevents_cv
45273,SC33 NG,inputevents_cv
45274,SC33 PO,inputevents_cv
45275,Bumetanide,inputevents_cv
45276,Pantroprazole,inputevents_cv
45279,3/4 Strg Nepro,inputevents_cv
45282,D5W 150MEQ BICARB,inputevents_cv
45286,.9%NS w/30mml NaPhos,inputevents_cv
45289,ivf on floor,inputevents_cv
45290,na+phos 15mmol,inputevents_cv
45292,IVPPI,inputevents_cv
45293,15 mmol naphos/NS,inputevents_cv
45294,gentamycin ct irrig,inputevents_cv
45297,SC 31 po,inputevents_cv
45298,ED NS,inputevents_cv
45300,Na Acetate +.05 hep,inputevents_cv
45302,acetylcysteine,inputevents_cv
45303,NA PHOS  0mmol,inputevents_cv
45305,500NS & KPhos 30mmol,inputevents_cv
45310,redi cat,inputevents_cv
45311,colyte,inputevents_cv
45312,pheresis net bal,inputevents_cv
45313,BARICAT,inputevents_cv
45314,Neosure 26 cal po,inputevents_cv
45315,neosure 26cal ng,inputevents_cv
45317,or cryoprecipate,inputevents_cv
45318,or plasmalyte,inputevents_cv
45319,REDICAT for CTabd,inputevents_cv
45320,NaAce+1/2Hep,inputevents_cv
45322,NS Insulin Carrier,inputevents_cv
45323,Pulmonary TF,inputevents_cv
45325,NaAc+NaCl+H20,inputevents_cv
45329,NA ACETATE W/ HEP,inputevents_cv
45331,Neosure30 pg,inputevents_cv
45333,Glucagon infusion,inputevents_cv
45334,Neosure32 PG,inputevents_cv
45336,scf 30 gavage,inputevents_cv
45347,Banana Bag,inputevents_cv
45348,NA PHOS (15MMOL),inputevents_cv
45350,NA bicarb,inputevents_cv
45353,KCL for CVVH,inputevents_cv
45354,OR Cryoprecipitate,inputevents_cv
45359,d10 1/2 NS,inputevents_cv
45360,DEXTROSE 25%,inputevents_cv
45362,30mmol Phos/44meq K,inputevents_cv
46522,Pantoprazole 8mg/hr,inputevents_cv
46528,Floor PO's,inputevents_cv
46529,Floor crystalloid,inputevents_cv
46538,PD solution in,inputevents_cv
46546,"D10, 1/2NS",inputevents_cv
46548,Pantoprazole gtt,inputevents_cv
46550,K+ Phos 30mmol,inputevents_cv
46553,catrh lab ivf,inputevents_cv
46554,Bumex,inputevents_cv
46559,pantaprazole,inputevents_cv
46560,Octrietide,inputevents_cv
46562,NAPO4,inputevents_cv
46565,pantoprazole mg/hr,inputevents_cv
46569,KCL 10meq/100ml,inputevents_cv
46570,vassopressin,inputevents_cv
46572,1/2 str Impact,inputevents_cv
46582,Nutren pulm w/Bene,inputevents_cv
46585,D5W with 150MEQ HCO3,inputevents_cv
46588,Rescue line,inputevents_cv
46590,Gastrografen,inputevents_cv
46591,calcuim gluconate,inputevents_cv
46593,"MULTIVIT ""BANANA""BAG",inputevents_cv
46600,OR Plasmalyte,inputevents_cv
46603,Sodium Citrate ml/hr,inputevents_cv
46609,bupivacaine,inputevents_cv
46610,Contrast,inputevents_cv
46612,E.R. prbc,inputevents_cv
46617,Plasmalyte A,inputevents_cv
46624,Anti-thymocyte Glob,inputevents_cv
46625,octreotride,inputevents_cv
46630,D10NSS,inputevents_cv
46632,rescue line,inputevents_cv
46633,KCL 10mmol in 100sw,inputevents_cv
46634,EP lab intake,inputevents_cv
46635,RESCUE FLUSH,inputevents_cv
46636,CITRATE DEXTROSE 3%,inputevents_cv
46639,pre arrival ivf,inputevents_cv
46641,ANGIO INTIAKE,inputevents_cv
46643,ns/40kcl,inputevents_cv
46644,D5W & 150 MEQ NAHCO3,inputevents_cv
46651,citrate dextrose,inputevents_cv
46653,Flush Pack,inputevents_cv
46654,Flexiseal Irrigant,inputevents_cv
46660,sodiumphosphate15mmo,inputevents_cv
46665,citrate gtt,inputevents_cv
46668,0.45%ns + 20 meq kcl,inputevents_cv
46669,0.45%NS +40meq kcl,inputevents_cv
46670,0.45% + 60 MEQ KCL,inputevents_cv
46671,D50.45%NS + 60MQ KCL,inputevents_cv
46674,30mmol NaPhos,inputevents_cv
46677,Flush,inputevents_cv
46679,KCL 10 MEQ,inputevents_cv
46680,Kphos 15 mmol,inputevents_cv
46681,CRRT Rescue Flush,inputevents_cv
46682,K Phos 15mmol,inputevents_cv
46683,Bile refeeding via J,inputevents_cv
46684,ER FFP,inputevents_cv
46685,PD fluid,inputevents_cv
46686,resue flush,inputevents_cv
46687,acetylcystein,inputevents_cv
46688,Floor NS Bolus,inputevents_cv
46689,30mmol Na Phos/D5W,inputevents_cv
46690,bumetanide,inputevents_cv
46691,Rescue Flush,inputevents_cv
46692,isoproterenolmcg/min,inputevents_cv
46693,prismasate,inputevents_cv
46694,Abdominal VAC,inputevents_cv
46706,Banana bag,inputevents_cv
46708,NS rescue flush,inputevents_cv
46714,Filter flush - NS,inputevents_cv
46717,NS with Sodium Phos,inputevents_cv
46725,Methadone,inputevents_cv
46730,citrate/ACD,inputevents_cv
46731,kcl 10meq/100cc,inputevents_cv
46736,ER intake NS,inputevents_cv
46747,Citrate Dextrose 3%,inputevents_cv
46750,KCL 40 MEQ IN 500MLS,inputevents_cv
46758,OR Intake,inputevents_cv
46765,Replete w/Fib w/prot,inputevents_cv
46769,cvvdh rescue line,inputevents_cv
46770,OSH IVF,inputevents_cv
46772,3%CITRATE DEXTROSECF,inputevents_cv
46773,CVVHD NS line flush,inputevents_cv
46776,lactulose,inputevents_cv
46778,K-Phos,inputevents_cv
46781,lr bolus,inputevents_cv
46783,15mm k phos,inputevents_cv
46790,kcl 10 meq/100 ml  0,inputevents_cv
46791,citrate infusion,inputevents_cv
46797,antithymocyteglobuli,inputevents_cv
46800,NS RESCUE,inputevents_cv
46802,Farr 5 IV,inputevents_cv
46803,Farr 5 po,inputevents_cv
46805,Farr7,inputevents_cv
40635,baricat,inputevents_cv
40778,Free H2O,inputevents_cv
40801,plasma pheresis,inputevents_cv
41561,GASTROGRAFFIN,inputevents_cv
41568,Multivitamin,inputevents_cv
41575,ENEMA,inputevents_cv
41580,free h2o bolus,inputevents_cv
41583,pantoprazole,inputevents_cv
41591,kayexolate PR,inputevents_cv
41611,Nesiritide,inputevents_cv
41619,frfee water boluses,inputevents_cv
41622,K-Acetate 40mEq/250,inputevents_cv
41632,Mannitol,inputevents_cv
41642,contrast,inputevents_cv
41651,xygris,inputevents_cv
41710,glucagon,inputevents_cv
41712,CT prep,inputevents_cv
41733,phenobarbital,inputevents_cv
41741,TOTAL IN ON PAPER CT,inputevents_cv
41745,H20 BOLUS VIA NG,inputevents_cv
45621,30mmolNaPhos/NS,inputevents_cv
45623,soap suds enema,inputevents_cv
45627,potassium 40/500,inputevents_cv
45629,TPND9.5,inputevents_cv
45632,PG  Special Care 28,inputevents_cv
45634,Sodium Barcarb,inputevents_cv
45641,K PHOSPHATE,inputevents_cv
45643,replete/fiber,inputevents_cv
45644,Gentamycin Irrigatin,inputevents_cv
45646,Angio Intake,inputevents_cv
45647,Gentamicin to CT,inputevents_cv
45648,nutren renal fs,inputevents_cv
45649,PO CONTRAST,inputevents_cv
45656,SimSC28,inputevents_cv
45657,Replete with Fiber.,inputevents_cv
45659,ssc 26,inputevents_cv
44737,NS CT IRRIGANT,inputevents_cv
44738,CT warming fluid,inputevents_cv
44742,D5W WITH BICARB,inputevents_cv
44743,PROSOBEE 24 by conc,inputevents_cv
44760,NS WITH K-PHOS,inputevents_cv
44761,Free H20,inputevents_cv
44763,IVF from floor,inputevents_cv
44765,Imp with fiber 1/2st,inputevents_cv
44770,Water NG flush,inputevents_cv
44772,1/2str Impt with Fib,inputevents_cv
44774,500cc NS w/40meq kcl,inputevents_cv
44780,Enfamil 30cals/ounce,inputevents_cv
44783,Enfamil 30 cal NG,inputevents_cv
44787,chemo ara-c,inputevents_cv
44793,protonix80mg/250ccNS,inputevents_cv
44795,CHEMO:Alb w/ Sargram,inputevents_cv
44796,CHEMO:Cytarabine,inputevents_cv
44798,EW IV intake,inputevents_cv
44800,kvo,inputevents_cv
44804,ED crystalloid,inputevents_cv
44805,NA PHOS 30 MMO;,inputevents_cv
44815,LR BOLUS,inputevents_cv
44817,intake angio,inputevents_cv
44819,FFP ON FARR 2,inputevents_cv
44822,PD in,inputevents_cv
44825,crystalloid- ed,inputevents_cv
44827,ca gluconate 10%,inputevents_cv
44830,k phos 30 mmol,inputevents_cv
44833,phoresis,inputevents_cv
44835,ED FLUID INTAKE,inputevents_cv
44838,pharesis fluids,inputevents_cv
44844,ampho,inputevents_cv
44849,protonix gtt,inputevents_cv
44850,BARI-CAT,inputevents_cv
44856,plasmaphersis,inputevents_cv
44861,Pheresis,inputevents_cv
44862,BLADDER PRESSURE,inputevents_cv
44864,15mmol Na+ Phos,inputevents_cv
44870,JT in,inputevents_cv
44873,plasmapharesis,inputevents_cv
44874,barycat,inputevents_cv
44876,Prom w/Fib 1/2 str,inputevents_cv
44878,Pheresis Intake,inputevents_cv
44881,N/S WITH 40MEQ OF KL,inputevents_cv
44885,3/4 promote/fiber/tf,inputevents_cv
44887,2/3PROMOTE/FIBER,inputevents_cv
44889,IR,inputevents_cv
44893,D5W 500ml bolus,inputevents_cv
44894,N/s 500 ml bolus,inputevents_cv
43586,D10w Bolus,inputevents_cv
43588,.45%NS FLUSH,inputevents_cv
43593,IV D6W,inputevents_cv
43597,Hep Flush,inputevents_cv
43598,GT Pedialyte,inputevents_cv
43599,Enfamil AR 24 GT,inputevents_cv
43616,ALIMENTUM 24CAL,inputevents_cv
43619,Bicarb,inputevents_cv
43631,Neosure 22 NG,inputevents_cv
43648,D-10 Bolus,inputevents_cv
43657,Similac 60/40,inputevents_cv
43664,PN-D11.5 with heparn,inputevents_cv
43677,cyclosporin,inputevents_cv
43683,mucomyst,inputevents_cv
43693,cyclosporin iv drip,inputevents_cv
43700,Solumedrol mg/kg/min,inputevents_cv
43701,ns with 2 amps bicab,inputevents_cv
43712,Pregesimil FS PO,inputevents_cv
43713,Pregestilmil FS NG,inputevents_cv
43719,golytle prep,inputevents_cv
43725,D5W 150meq Sod Bicar,inputevents_cv
43726,cagluc (40gm/l),inputevents_cv
43728,bupivacaine.1% r axi,inputevents_cv
43733,D5W & 40Gm CaGluc,inputevents_cv
43739,OR INPUT CRYSTALLOID,inputevents_cv
43744,NS bladder pressure,inputevents_cv
43745,k phos 15 mm,inputevents_cv
43746,gastrografin,inputevents_cv
43747,CALCIUM,inputevents_cv
43750,ANGIO CRYSTTALOID,inputevents_cv
43757,JT flush,inputevents_cv
43759,NS 40K 500CC,inputevents_cv
43765,NS/10MG XIGRIS,inputevents_cv
43766,Similac 24 cals/oz,inputevents_cv
43767,Sim-24,inputevents_cv
43768,Sim-24(NG),inputevents_cv
43773,barium prep,inputevents_cv
43774,Sim-26 w/promod,inputevents_cv
43775,Sim-26 w/promod (PG),inputevents_cv
43776,Sim-26 w/promod(PO),inputevents_cv
43777,Sim-26 w/promod (PO),inputevents_cv
43778,CITRATE,inputevents_cv
43799,1:1 U/O REPLETION,inputevents_cv
43810,0.5:1 U/O REPLETION,inputevents_cv
43819,1:1 NS Repletion.,inputevents_cv
43823,D5W 100MEQ BICARB,inputevents_cv
43825,.5:1 NS REPLETION,inputevents_cv
43826,HYDROCHLORIDE ACID G,inputevents_cv
45363,KPhos 15mmol/250D5W,inputevents_cv
45364,SC32,inputevents_cv
45369,Mucamyst iv.,inputevents_cv
45370,REPLETE/FIBER,inputevents_cv
45372,ERCP IV intake,inputevents_cv
45373,Jevity (TF),inputevents_cv
45374,D5NS 40K,inputevents_cv
45376,D5W 15mM Phos/22MEQK,inputevents_cv
45378,Angiography Intake,inputevents_cv
45379,OR CELL Saver,inputevents_cv
45381,replete with fiber,inputevents_cv
45382,NA phos,inputevents_cv
45384,SSC 26,inputevents_cv
45385,NUTREN PUL 2/3st mvi,inputevents_cv
45387,Glucagon 25mg/250,inputevents_cv
45388,H20+7.7meqNaAcetate,inputevents_cv
45390,Liquid SSC28,inputevents_cv
45391,SSC26,inputevents_cv
45393,ED cryst,inputevents_cv
45394,Sodium Phosphate30mm,inputevents_cv
45396,40meq KCL,inputevents_cv
45398,LACTULOSE PR,inputevents_cv
45399,SSC 30,inputevents_cv
45401,SSC30,inputevents_cv
45402,Amiodorone,inputevents_cv
45404,NS with 30mm Na Phos,inputevents_cv
45406,Replete w/ fiber,inputevents_cv
45407,SC30FeNG,inputevents_cv
45410,10% Dextran 40,inputevents_cv
45427,PD 2.5% Dextrose,inputevents_cv
45428,IVF Farr 10,inputevents_cv
45429,PO Farr 10,inputevents_cv
45431,sodium phos 15mmol,inputevents_cv
45432,26 cal po,inputevents_cv
45434,Pedialyte,inputevents_cv
45443,SSC 30 PG,inputevents_cv
45444,SSC 30 PO,inputevents_cv
45446,SSC 28 ng,inputevents_cv
45448,Nutren,inputevents_cv
45449,SW with Na acetate,inputevents_cv
45451,SSC26 po,inputevents_cv
45452,SSC28po,inputevents_cv
45454,SC34+BP,inputevents_cv
45455,SSC28 NG,inputevents_cv
45457,SSC26 PG,inputevents_cv
45458,SSC26 PO,inputevents_cv
45459,SSC28,inputevents_cv
45465,ns w/15mm of na.phos,inputevents_cv
45466,sod.phos. 15mmol/250,inputevents_cv
45467,SC28 PO,inputevents_cv
45469,SC30 PG,inputevents_cv
45470,SC30pg,inputevents_cv
45471,SC30 po,inputevents_cv
45472,SC30PO,inputevents_cv
45473,SC26 NG,inputevents_cv
45474,SC26 pg,inputevents_cv
45475,SSC 28 PO,inputevents_cv
45476,Versed 20mg/50ml D5,inputevents_cv
45478,Ca,inputevents_cv
45480,500cc ns bolus,inputevents_cv
45481,Mucamyst.,inputevents_cv
45482,Nutramigen 22 PG,inputevents_cv
45483,Nutramigen 22 PO,inputevents_cv
45488,ssc26,inputevents_cv
45490,ssc26 ng,inputevents_cv
45491,ssc26 po,inputevents_cv
45492,SW with Na Acetate,inputevents_cv
45495,Peptamen VHP,inputevents_cv
45497,Replete with Fiber,inputevents_cv
45498,NA PHOSPHATE 30MMOL,inputevents_cv
45499,amphotercin 25mg,inputevents_cv
45502,SC 28 NG,inputevents_cv
45503,"SC 26 Liquid, NG",inputevents_cv
45504,"SC 26 Liquid, PO",inputevents_cv
45505,3/4 str nutrin,inputevents_cv
45506,7.7meqNaacetate,inputevents_cv
45507,SC26 ng,inputevents_cv
45508,Similac SC 26,inputevents_cv
45510,Fleet Enema,inputevents_cv
45511,"SC28 liquid, NG",inputevents_cv
45513,"SC28 liquid,PO",inputevents_cv
45514,"SC28 liquid, PO",inputevents_cv
45516,SC30 PO,inputevents_cv
45519,SC26liq,inputevents_cv
45520,Midazolam(Versed),inputevents_cv
45521,SC28liq ng,inputevents_cv
45531,SC 26 NG,inputevents_cv
45532,IR Lactated ringers,inputevents_cv
45534,Neosure 26 cal,inputevents_cv
45535,Sodium Phos 30mmol,inputevents_cv
45539,Special Care 28,inputevents_cv
45542,IR Intake,inputevents_cv
45543,NaAcetate via UAC,inputevents_cv
45544,replete full strengh,inputevents_cv
45563,KETAMINE 200mgm 50ML,inputevents_cv
45564,SSC28NG,inputevents_cv
45566,Special Care 26,inputevents_cv
45567,LACTULOSE/Kayexalate,inputevents_cv
45569,SSC 26 NG,inputevents_cv
45572,Nutren 3/4str,inputevents_cv
45573,Ketamine 100mg/50ml,inputevents_cv
45580,SC 28 po,inputevents_cv
45586,Sim SC26,inputevents_cv
45588,Sim SC28 NG,inputevents_cv
45589,Sim SC28 PO,inputevents_cv
45593,Calcium w/ pheresis,inputevents_cv
45595,Nutramigen28w/RC PG,inputevents_cv
45597,REPLETE WITH FIBER,inputevents_cv
45598,Replete w/fiber FS,inputevents_cv
45600,SC26 PO,inputevents_cv
45606,SC26,inputevents_cv
45609,readi-cat,inputevents_cv
45612,Neosure 26,inputevents_cv
45614,SimSC30,inputevents_cv
46074,VICU IN,inputevents_cv
46075,PE32 PO,inputevents_cv
46076,PE26 ng,inputevents_cv
46077,N/S +15 MMOL Na phos,inputevents_cv
46078,OR cell saver,inputevents_cv
46081,IVF ON FLOOR,inputevents_cv
46083,E28,inputevents_cv
46084,PE30 w beneprotein,inputevents_cv
46086,N/S +30MMOL KPO4,inputevents_cv
46087,IV PLASMOLYTE,inputevents_cv
46088,"PE32,NG",inputevents_cv
46089,PE28 ng,inputevents_cv
46090,IV Plasmalyte,inputevents_cv
46093,enfacare 22 pg,inputevents_cv
46094,enfacare 22 po,inputevents_cv
46097,Pe28 cals/oz,inputevents_cv
46101,PE 26,inputevents_cv
46105,2/3 str Impact with.,inputevents_cv
46107,1/2 str Imp with Ben,inputevents_cv
46109,T3,inputevents_cv
46110,naAcetate7.7mEq,inputevents_cv
46111,PO PE28,inputevents_cv
46112,PE26 cal,inputevents_cv
46114,enfacare 26 po,inputevents_cv
46115,IV Rabbit,inputevents_cv
46117,PND13.5,inputevents_cv
46120,15.4meq NaAcetate,inputevents_cv
46123,ER in NS,inputevents_cv
46124,er in prbc,inputevents_cv
46126,1/2cc:cc repletion,inputevents_cv
46127,PE 26 with BP,inputevents_cv
46138,N/S +KCL 20MEQ,inputevents_cv
46139,"Enfacare 26,PO",inputevents_cv
46149,Enfacare 22 per GT,inputevents_cv
46150,Good start PO,inputevents_cv
46152,pe26 conc NG,inputevents_cv
46153,PE 28 cals,inputevents_cv
46155,PE 28,inputevents_cv
46156,"PE26 conc,NG",inputevents_cv
46158,PE30 PO,inputevents_cv
46159,PO PE26,inputevents_cv
46161,Enfacare 28 GT,inputevents_cv
46162,Enfacare 28 PO,inputevents_cv
46165,PD fluid in,inputevents_cv
46167,IV INTAKE-ANGIO,inputevents_cv
46169,free water bolus.,inputevents_cv
46171,crystalloids in ango,inputevents_cv
46172,CVVHDF CA GLUC,inputevents_cv
46174,Protonix gtt 8mg/hr,inputevents_cv
46176,1/2 ST IMPACT,inputevents_cv
46192,OR cryo,inputevents_cv
46194,mesan,inputevents_cv
46196,doxorubicin,inputevents_cv
46197,BUMEX,inputevents_cv
46205,banana readi cat,inputevents_cv
46207,OR LR,inputevents_cv
46209,EW fluids,inputevents_cv
46211,SSC24,inputevents_cv
46212,protonix 80mg/250cc,inputevents_cv
46214,IVPB,inputevents_cv
46217,enfacare26,inputevents_cv
46218,enfacare26NG,inputevents_cv
46221,Good start,inputevents_cv
46223,potasium,inputevents_cv
46226,D5W w/40meq K,inputevents_cv
46227,go lytely,inputevents_cv
46228,Enfacare26 PO,inputevents_cv
46235,PE 32 PG,inputevents_cv
46236,SSC24 with BP,inputevents_cv
46239,PE30 w/Beneprotein,inputevents_cv
46243,H2O Flushes,inputevents_cv
46244,pigtail irrigation,inputevents_cv
46245,PE 31 PG,inputevents_cv
46246,PE 31 PO,inputevents_cv
46247,PE 32 PO,inputevents_cv
46248,PE28 w/Beneprotein,inputevents_cv
46251,SODABICARB DRIP,inputevents_cv
46252,CCO Bolus,inputevents_cv
46254,PE28 w/BP Bottle,inputevents_cv
46256,PE 26 w/Beneprotein,inputevents_cv
46258,D15 bolus,inputevents_cv
46261,PE 26w/bp bottle,inputevents_cv
46262,dialysate 2.5% in,inputevents_cv
46263,potassium phos 15mml,inputevents_cv
46264,Nutramigen 22 NG,inputevents_cv
46265,T4,inputevents_cv
46266,readi-cat2,inputevents_cv
46271,H20 Na Acet and hep,inputevents_cv
46272,Nutramigen26 NG,inputevents_cv
46273,Nutramigen26 PO,inputevents_cv
46275,H2O/Hep/NaAcet,inputevents_cv
46276,PE26+polycose NG,inputevents_cv
46277,PE26+polycose PO,inputevents_cv
46280,Enfacare 26 PO,inputevents_cv
46291,Ca Gluconate,inputevents_cv
46293,CRRT Citrate,inputevents_cv
46296,PE29 ng,inputevents_cv
46297,PE29 po,inputevents_cv
46299,NA Acetate 0.5U hep.,inputevents_cv
46301,dexmedetomidine,inputevents_cv
46302,1/2 Nutren Renal TF,inputevents_cv
46312,nutramigen24,inputevents_cv
46313,6% Hespan,inputevents_cv
46007,Nutrem Pulmonary FS,inputevents_cv
46010,pantaprozole,inputevents_cv
46013,KCL CVVHDF,inputevents_cv
46027,NaCl 500+Kcl 40,inputevents_cv
46483,7.7meq naAcetate,inputevents_cv
46486,StarterPN D10 w/ Hep,inputevents_cv
46491,PE 30 ng,inputevents_cv
46493,RESCUE LINE,inputevents_cv
46496,kcl 10/100ml,inputevents_cv
46499,Enfacare 22,inputevents_cv
46515,PE26cal pg,inputevents_cv
46517,NS 4mEQ Ca/100 + Hep,inputevents_cv
46521,Isoproterenol,inputevents_cv
46524,ED CRYSTALLOID,inputevents_cv
46530,Floor FFP,inputevents_cv
46536,CT Contrast,inputevents_cv
46540,Acetylcystein,inputevents_cv
46543,Acetylcysteine mg/hr,inputevents_cv
46547,rescue,inputevents_cv
46549,Rescue Line,inputevents_cv
46561,TPA MG/HR,inputevents_cv
46564,Albumin,inputevents_cv
46574,CRRT rescue line NS,inputevents_cv
46577,MULTIVITAMIN BAG,inputevents_cv
46583,tranexamic acid,inputevents_cv
46589,1/2cc:cc 0.45% NS,inputevents_cv
46592,soduim bicarbonate,inputevents_cv
46599,OR Cell Saver,inputevents_cv
46602,Sodabicarb Drip,inputevents_cv
46608,K PHOS 15MMOL,inputevents_cv
46611,POTASSIUM CHLOR 10MQ,inputevents_cv
46618,Emema,inputevents_cv
46720,PD Dialysate,inputevents_cv
46729,Dextran,inputevents_cv
46749,D5W/150MEQ NA BICARB,inputevents_cv
46754,net pheresis intake,inputevents_cv
46771,Ethacrynate Sodium,inputevents_cv
46774,Sodabicarb Drip.,inputevents_cv
46777,ir intake,inputevents_cv
46789,3/4st impact/fiber,inputevents_cv
46792,Plasmalyte-A,inputevents_cv
46795,NS Filter Flush,inputevents_cv
46798,3% citrate,inputevents_cv
43727,bupivacaine.1% popli,inputevents_cv
43798,FARR 10 INTAKE,inputevents_cv
43829,PERITONEAL DIALYSATE,inputevents_cv
43835,EW IN,inputevents_cv
43852,readicat contrast,inputevents_cv
43866,3/4 STR IMPACT/FIBER,inputevents_cv
43874,HEPATIC DRN FLUSH IN,inputevents_cv
43882,FoleyIrrigant,inputevents_cv
43902,PHERESIS,inputevents_cv
43923,Oral Contrast,inputevents_cv
43928,ECMO CRYSTALLOID,inputevents_cv
43999,1/2ns1000+20k,inputevents_cv
44009,K phos,inputevents_cv
44036,P.D. In,inputevents_cv
44044,FFP Drip,inputevents_cv
44048,Floor cryst,inputevents_cv
44054,PD IN,inputevents_cv
44057,OR/PACU,inputevents_cv
44059,1/2st impact/fiber,inputevents_cv
44070,NEOSURE PG,inputevents_cv
44076,NS 500+ 40 KCL,inputevents_cv
44089,Methylprednisone,inputevents_cv
44094,Lactulose enema,inputevents_cv
44102,Plasmalyte,inputevents_cv
44105,3/4 STR NEPRO,inputevents_cv
44111,sodiumbicarb 100meq,inputevents_cv
44117,pigtail infusion,inputevents_cv
44179,1/2 st IMPACT,inputevents_cv
44182,SODIUM BICARB 150MEQ,inputevents_cv
44190,tpa 50 mg in 500cc,inputevents_cv
44203,Albumin 12.5%,inputevents_cv
44206,D5 0.25%NS 20mEq KCl,inputevents_cv
44218,impact w/fiber 3/4,inputevents_cv
44242,or cryo,inputevents_cv
44255,D5 WITH 3 AMPS BICAB,inputevents_cv
44264,pericard hep/ns 1:1,inputevents_cv
44279,Cranberry Juice,inputevents_cv
46100,TPN D10% +hep,inputevents_cv
46103,Enfacare 22 NG,inputevents_cv
46106,Enfacare28,inputevents_cv
46113,Pe26 + beneprotein,inputevents_cv
46116,"K PHOS, 30 MMOL",inputevents_cv
46122,ER in FFP,inputevents_cv
46133,sterile H20 via J-T,inputevents_cv
46140,26cal SC with BP,inputevents_cv
46148,Pedialyte per GT,inputevents_cv
46151,Good Start 20cals,inputevents_cv
46154,PE28 po,inputevents_cv
46157,PE28 conc,inputevents_cv
46160,PE32 w/ beneprotein,inputevents_cv
46163,SC28with beneprotein,inputevents_cv
46166,iv intake- farr 9,inputevents_cv
46170,colloids in angio,inputevents_cv
46173,CVVHDF KCL,inputevents_cv
46175,K PHOS 15MM0L,inputevents_cv
46200,12 resiman ivf,inputevents_cv
46203,pantoprazole 8mg/hr,inputevents_cv
46206,OR d5w,inputevents_cv
46216,D10W with heparin,inputevents_cv
46222,Plasma pheresis,inputevents_cv
46281,E24 with BP NG,inputevents_cv
46284,Citrate,inputevents_cv
46292,CRRT Irrigation,inputevents_cv
46298,Enfacare 26,inputevents_cv
46300,Plasma-Lyte A,inputevents_cv
46308,E 26 PO,inputevents_cv
46311,crrt irrigation,inputevents_cv
46314,NSbolus,inputevents_cv
46316,Pe 30 ng,inputevents_cv
46319,7 feldberg  iv,inputevents_cv
46322,Bicarb Drip,inputevents_cv
46332,SterileH20NaAcetate,inputevents_cv
46337,1/2NaAcet with hep,inputevents_cv
46341,Enf28 w/polycose,inputevents_cv
46344,1/2NaAce + 1:1 Hep,inputevents_cv
46351,E28 2cals corn oil,inputevents_cv
46354,phenytoin,inputevents_cv
46356,N/S + K 40 MEQ,inputevents_cv
46359,NS in angio,inputevents_cv
46362,bicarbonate,inputevents_cv
46385,Enf 28 2mct,inputevents_cv
46392,NA Acetate/H2O,inputevents_cv
46397,Neosure 22,inputevents_cv
46406,ed crystalloids,inputevents_cv
46411,Nutramigin 26 NG,inputevents_cv
46417,citrate,inputevents_cv
45660,NS+ 15mmol Na Phosph,inputevents_cv
45661,Cyclosporine,inputevents_cv
45662,DYE,inputevents_cv
45663,Nutramigen 26,inputevents_cv
45667,Sim SC 26,inputevents_cv
45668,ED crystal,inputevents_cv
45669,ED FFP,inputevents_cv
45671,Sim SC 28,inputevents_cv
45673,NA ACETATE,inputevents_cv
45674,Bicarb  250meq/250cc,inputevents_cv
45675,Nutramigen 28,inputevents_cv
45676,IVF from metrowest,inputevents_cv
45677,Special Care 26 NG,inputevents_cv
45678,SC 26,inputevents_cv
45680,SSC 28 NG,inputevents_cv
45681,SSC 30 NG,inputevents_cv
45682,bladder pressure in,inputevents_cv
45683,SC 30,inputevents_cv
45684,SC 28,inputevents_cv
45685,SC30,inputevents_cv
45687,FLOLAN INFUSION,inputevents_cv
45688,NaAcetate+H2O+ Hep,inputevents_cv
45689,sc 28,inputevents_cv
45690,NA ACETATE+HEP+H2O,inputevents_cv
45691,REPLETE W/ FIBER,inputevents_cv
45692,D10W-4meqKCL-repogle,inputevents_cv
45693,Sim SC 28 PO,inputevents_cv
45694,CA GLUCONATE 40GM,inputevents_cv
45699,ca gluconate,inputevents_cv
45701,pulmonary nutren,inputevents_cv
45708,SC26cals,inputevents_cv
45709,Golytley,inputevents_cv
45710,1/2 Nutren Pulmonary,inputevents_cv
45713,OR Fluid,inputevents_cv
45716,REPLETE TF,inputevents_cv
45718,sc30,inputevents_cv
45719,SC 26 pg,inputevents_cv
45721,SSC 30 pg,inputevents_cv
45722,SC 26cals,inputevents_cv
45724,SC 26 PG,inputevents_cv
45725,SC 26 PO,inputevents_cv
45730,Nutramigen22 PG,inputevents_cv
45734,Farr 10 iv intake,inputevents_cv
45735,Farr 10 po intake,inputevents_cv
45737,Nut 26 NG,inputevents_cv
45738,Nut 26 PO,inputevents_cv
45744,SC28,inputevents_cv
45745,Sp Care 26 NG,inputevents_cv
45747,floor po intake,inputevents_cv
